"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"WHOSIS_000002","PUBLISHED","2010","EUR","","ROU","BTSX","65.4","65.43420","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","RUS","MLE","56.2","56.16372","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","RUS","FMLE","64.9","64.90265","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","RUS","BTSX","60.5","60.48140","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","RWA","MLE","57.6","57.61433","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","RWA","FMLE","60.1","60.07390","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","RWA","BTSX","58.9","58.86753","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","SAU","MLE","62.8","62.80032","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","SAU","FMLE","63.8","63.76725","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","SAU","BTSX","63.2","63.20390","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","SDN","MLE","59.6","59.56124","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","SDN","FMLE","60.3","60.28026","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","SDN","BTSX","59.9","59.91311","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","SEN","MLE","58.8","58.78988","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","SEN","FMLE","59.9","59.90139","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","SEN","BTSX","59.4","59.36618","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","SGP","MLE","68.2","68.21854","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","SGP","FMLE","70.8","70.76037","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","SGP","BTSX","69.5","69.48829","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","SLB","MLE","54.4","54.36030","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","SLB","FMLE","57.2","57.17647","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","SLB","BTSX","55.7","55.67913","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","SLE","MLE","47.4","47.38509","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","SLE","FMLE","48.1","48.09529","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","SLE","BTSX","47.8","47.75829","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","SLV","MLE","61.5","61.50078","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","SLV","FMLE","67.0","67.03813","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","SLV","BTSX","64.4","64.40036","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","SOM","MLE","46.7","46.72697","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","SOM","FMLE","49.7","49.68417","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","SOM","BTSX","48.1","48.09278","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","SRB","MLE","64.8","64.84506","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","SRB","FMLE","68.1","68.05672","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","SRB","BTSX","66.9","66.87982","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","SSD","MLE","52.9","52.87735","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","SSD","FMLE","54.5","54.47077","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","SSD","BTSX","53.7","53.65878","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","STP","MLE","60.9","60.94401","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","STP","FMLE","62.2","62.21237","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","SUR","MLE","59.7","59.72203","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","SUR","FMLE","63.0","63.03159","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","SUR","BTSX","61.3","61.30562","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","SVK","MLE","61.6","61.64292","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","SVK","FMLE","67.8","67.77575","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","SVK","BTSX","64.7","64.71630","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","SVK","BTSX","66.5","66.48485","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","SVN","MLE","67.0","66.95734","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","SVN","FMLE","71.4","71.41251","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","SVN","BTSX","69.2","69.23055","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","SWE","MLE","70.7","70.66393","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","SWE","FMLE","71.7","71.65131","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","SWE","BTSX","71.4","71.42915","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","SWZ","MLE","44.3","44.34005","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","SWZ","FMLE","50.2","50.16212","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","SWZ","BTSX","46.9","46.91366","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","SYC","MLE","61.9","61.90425","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","SYC","FMLE","66.3","66.31358","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","SYC","BTSX","64.0","64.00773","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","SYR","MLE","62.5","62.48154","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","SYR","FMLE","63.3","63.31588","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","SYR","BTSX","62.9","62.86630","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","TCD","MLE","51.3","51.28403","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","TCD","FMLE","52.8","52.76278","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","TCD","BTSX","44.7","44.70010","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","TGO","MLE","48.0","47.96432","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","TGO","FMLE","50.0","49.97813","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","TGO","BTSX","48.9","48.92656","","","","",""
"WHOSIS_000002","PUBLISHED","2000","SEAR","","THA","MLE","59.9","59.87119","","","","",""
"WHOSIS_000002","PUBLISHED","2000","SEAR","","THA","FMLE","65.5","65.54852","","","","",""
"WHOSIS_000002","PUBLISHED","2010","SEAR","","THA","BTSX","67.1","67.08724","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","TJK","MLE","59.7","59.66931","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","TJK","FMLE","62.2","62.18836","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","TJK","BTSX","60.9","60.85826","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","TKM","MLE","57.6","57.55820","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","TKM","FMLE","62.7","62.74371","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","TKM","BTSX","61.7","61.72654","","","","",""
"WHOSIS_000002","PUBLISHED","2015","SEAR","","TLS","MLE","59.4","59.42734","","","","",""
"WHOSIS_000002","PUBLISHED","2015","SEAR","","TLS","FMLE","61.3","61.28380","","","","",""
"WHOSIS_000002","PUBLISHED","2015","SEAR","","TLS","BTSX","60.3","60.33616","","","","",""
"WHOSIS_000002","PUBLISHED","2015","WPR","","TON","MLE","62.5","62.49479","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","TON","FMLE","65.5","65.50594","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","TON","BTSX","64.0","64.01026","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","TTO","MLE","64.0","63.98160","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","TTO","FMLE","68.6","68.60966","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","TTO","BTSX","66.2","66.22780","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","TUN","MLE","66.1","66.08925","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","","TUN","BTSX","64.8","64.80180","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","TUR","MLE","64.1","64.13479","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","TUR","FMLE","65.8","65.83030","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","TUR","BTSX","65.0","64.96670","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","TZA","MLE","45.0","45.01416","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","TZA","FMLE","45.8","45.83544","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","TZA","FMLE","53.7","53.70932","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","TZA","BTSX","53.4","53.35963","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","UGA","MLE","50.6","50.61524","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","UGA","FMLE","53.6","53.56707","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","UGA","BTSX","52.1","52.11912","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","UKR","MLE","58.5","58.50813","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","UKR","FMLE","67.3","67.30170","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","UKR","BTSX","63.8","63.78681","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","URY","MLE","65.3","65.32200","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","URY","FMLE","69.6","69.64389","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","URY","BTSX","67.5","67.54499","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","USA","MLE","65.6","65.58099","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","USA","FMLE","67.0","67.02427","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","USA","BTSX","66.1","66.11826","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","UZB","MLE","63.5","63.53616","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","UZB","FMLE","65.8","65.79825","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","UZB","BTSX","64.7","64.68004","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","VCT","FMLE","63.4","63.41924","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","VCT","BTSX","62.2","62.23247","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","VEN","MLE","62.5","62.49694","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","VEN","FMLE","67.0","67.00018","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","VEN","BTSX","64.7","64.68391","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","VNM","MLE","60.6","60.61591","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","VNM","FMLE","67.5","67.54208","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","VNM","BTSX","64.5","64.54784","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","VUT","MLE","55.9","55.91693","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","VUT","FMLE","58.9","58.93752","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","VUT","BTSX","57.3","57.33511","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","WSM","MLE","61.0","61.04078","","","","",""
"WHOSIS_000002","PUBLISHED","2015","WPR","","WSM","MLE","61.5","61.50292","","","","",""
"WHOSIS_000002","PUBLISHED","2015","WPR","","WSM","FMLE","62.3","62.32662","","","","",""
"WHOSIS_000002","PUBLISHED","2015","WPR","","WSM","BTSX","61.9","61.89569","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","YEM","MLE","57.9","57.93205","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","YEM","FMLE","58.8","58.84202","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","YEM","BTSX","58.4","58.38008","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","ZAF","MLE","54.6","54.58585","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","ZAF","FMLE","57.7","57.69447","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","ZAF","BTSX","56.2","56.15329","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","ZMB","MLE","52.5","52.49771","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","ZMB","FMLE","56.3","56.31194","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","ZMB","BTSX","54.4","54.40409","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","ZWE","FMLE","41.8","41.77012","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","ZWE","BTSX","41.0","41.02657","","","","",""
"WHOSIS_000002","PUBLISHED","2000","","WB_LI","","MLE","46.2","46.18899","","","","",""
"WHOSIS_000002","PUBLISHED","2000","","WB_LI","","FMLE","47.6","47.64625","","","","",""
"WHOSIS_000002","PUBLISHED","2000","","WB_LI","","BTSX","46.9","46.91150","","","","",""
"WHOSIS_000002","PUBLISHED","2000","","WB_LMI","","MLE","53.3","53.27672","","","","",""
"WHOSIS_000002","PUBLISHED","2000","","WB_LMI","","FMLE","54.3","54.30753","","","","",""
"WHOSIS_000002","PUBLISHED","2010","","WB_LMI","","FMLE","58.3","58.27321","","","","",""
"WHOSIS_000002","PUBLISHED","2010","","WB_LMI","","BTSX","57.5","57.46215","","","","",""
"WHOSIS_000002","PUBLISHED","2010","","WB_UMI","","MLE","63.4","63.42454","","","","",""
"WHOSIS_000002","PUBLISHED","2010","","WB_UMI","","FMLE","66.9","66.85351","","","","",""
"WHOSIS_000002","PUBLISHED","2010","","WB_UMI","","BTSX","65.1","65.07577","","","","",""
"WHOSIS_000002","PUBLISHED","2010","","WB_HI","","MLE","67.9","67.93224","","","","",""
"WHOSIS_000002","PUBLISHED","2015","","WB_HI","","FMLE","70.8","70.78434","","","","",""
"WHOSIS_000002","PUBLISHED","2015","","WB_HI","","BTSX","69.6","69.61288","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","","MLE","53.4","53.38178","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","","FMLE","55.5","55.47348","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","","BTSX","54.4","54.41676","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","","MLE","64.6","64.62157","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","","FMLE","67.5","67.50684","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","","BTSX","66.2","66.16811","","","","",""
"WHOSIS_000002","PUBLISHED","2019","SEAR","","","MLE","61.1","61.07137","","","","",""
"WHOSIS_000002","PUBLISHED","2019","SEAR","","","FMLE","61.9","61.87332","","","","",""
"WHOSIS_000002","PUBLISHED","2019","SEAR","","","BTSX","61.5","61.46162","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","","FMLE","66.4","66.38853","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","","BTSX","63.7","63.65211","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","","","MLE","56.3","56.28472","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","","","FMLE","57.0","56.95957","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","","","BTSX","56.6","56.60340","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","","MLE","62.9","62.91045","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","","FMLE","68.8","68.79028","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","","BTSX","67.0","66.98050","","","","",""
"WHOSIS_000002","PUBLISHED","2010","GLOBAL","WB_WORLD_INCOME","","MLE","60.2","60.23389","","","","",""
"WHOSIS_000002","PUBLISHED","2015","GLOBAL","WB_WORLD_INCOME","","MLE","61.7","61.70167","","","","",""
"WHOSIS_000002","PUBLISHED","2015","GLOBAL","WB_WORLD_INCOME","","FMLE","64.2","64.22218","","","","",""
"WHOSIS_000002","PUBLISHED","2015","GLOBAL","WB_WORLD_INCOME","","BTSX","62.9","62.93812","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","QAT","MLE","68.1","68.11465","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","QAT","FMLE","65.1","65.06407","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","QAT","BTSX","67.1","67.06160","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","ROU","FMLE","65.9","65.90732","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","ROU","BTSX","63.3","63.27088","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","RUS","MLE","52.4","52.42281","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","RUS","FMLE","62.8","62.78112","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","RUS","BTSX","57.3","57.33510","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","RWA","MLE","40.4","40.39309","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","RWA","MLE","54.8","54.75434","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","RWA","FMLE","57.1","57.07391","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","RWA","BTSX","55.9","55.93075","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EMR","","SAU","MLE","61.9","61.85933","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EMR","","SAU","FMLE","62.6","62.58360","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EMR","","SAU","BTSX","62.2","62.19132","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","SDN","MLE","58.4","58.41521","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","SDN","FMLE","59.4","59.39344","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","SDN","BTSX","58.9","58.89408","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","SEN","MLE","57.6","57.61662","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","SEN","FMLE","58.7","58.70378","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","SEN","BTSX","58.2","58.16975","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","SGP","MLE","72.4","72.39244","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","SGP","FMLE","74.7","74.71589","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","SGP","BTSX","73.6","73.55164","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","SLB","MLE","56.5","56.50758","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","SLB","FMLE","59.1","59.13772","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","SLB","BTSX","57.8","57.75931","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","SLE","MLE","40.9","40.93626","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","SLE","FMLE","43.5","43.52986","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","SLE","BTSX","42.2","42.22212","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","SLV","MLE","59.7","59.68265","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","SLV","FMLE","65.7","65.66424","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","SLV","BTSX","62.7","62.72505","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EMR","","SOM","MLE","44.4","44.44092","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EMR","","SOM","FMLE","47.7","47.66734","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EMR","","SOM","BTSX","45.9","45.91049","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","SRB","MLE","64.0","63.97066","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","SRB","FMLE","67.4","67.37959","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","SRB","BTSX","65.7","65.65640","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","SRB","BTSX","66.4","66.44166","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","SSD","MLE","52.1","52.05928","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","SSD","FMLE","54.0","54.02453","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","SSD","BTSX","53.0","53.01691","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","STP","MLE","60.4","60.36783","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","STP","FMLE","61.5","61.49874","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","STP","BTSX","61.6","61.59507","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","SUR","MLE","60.7","60.71859","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","SUR","FMLE","64.2","64.16093","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","SUR","BTSX","62.4","62.39134","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","SVK","MLE","66.2","66.16124","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","SVK","FMLE","70.8","70.75694","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","SVN","MLE","63.8","63.77006","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","SVN","FMLE","69.1","69.12015","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","SVN","BTSX","66.5","66.51585","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","SWE","MLE","69.0","68.99501","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","SWE","FMLE","70.7","70.65055","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","SWE","BTSX","69.9","69.85847","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","SWE","BTSX","71.2","71.18043","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","SWZ","MLE","39.8","39.75914","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","SWZ","FMLE","43.6","43.64748","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","SWZ","BTSX","41.4","41.38002","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","SYC","MLE","61.8","61.78301","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","SYC","FMLE","66.4","66.41755","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","SYC","BTSX","64.0","63.98344","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","SYR","MLE","54.1","54.13623","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","SYR","FMLE","58.8","58.81465","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","SYR","BTSX","56.3","56.34132","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","TCD","MLE","49.8","49.78561","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","TCD","FMLE","51.3","51.29155","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","TCD","BTSX","52.0","52.01738","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","TGO","MLE","54.7","54.69634","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","TGO","FMLE","57.8","57.80150","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","TGO","BTSX","56.2","56.18783","","","","",""
"WHOSIS_000002","PUBLISHED","2019","SEAR","","THA","MLE","65.9","65.92535","","","","",""
"WHOSIS_000002","PUBLISHED","2000","SEAR","","THA","BTSX","62.6","62.63508","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","TJK","MLE","57.0","57.01288","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","TJK","FMLE","59.8","59.78735","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","TJK","BTSX","58.3","58.34969","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","TKM","MLE","53.8","53.76204","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","TKM","FMLE","59.6","59.61652","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","TKM","BTSX","60.1","60.12238","","","","",""
"WHOSIS_000002","PUBLISHED","2010","SEAR","","TLS","MLE","58.4","58.42537","","","","",""
"WHOSIS_000002","PUBLISHED","2010","SEAR","","TLS","FMLE","60.2","60.18628","","","","",""
"WHOSIS_000002","PUBLISHED","2010","SEAR","","TLS","BTSX","59.3","59.29416","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","TON","MLE","62.3","62.31942","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","TON","FMLE","65.5","65.54877","","","","",""
"WHOSIS_000002","PUBLISHED","2015","WPR","","TON","FMLE","65.6","65.57980","","","","",""
"WHOSIS_000002","PUBLISHED","2015","WPR","","TON","BTSX","63.9","63.93361","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","TTO","MLE","62.9","62.93233","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","TTO","FMLE","67.6","67.57509","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","TTO","BTSX","65.2","65.18929","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","TUN","MLE","66.0","65.96701","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","TUN","FMLE","67.7","67.69368","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","TUN","BTSX","66.9","66.89014","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","TUR","MLE","67.8","67.80547","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","TUR","FMLE","69.0","68.95506","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","TUR","BTSX","68.4","68.41460","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","TZA","MLE","57.6","57.62463","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","TZA","BTSX","45.4","45.43680","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","UGA","MLE","41.4","41.36380","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","UGA","FMLE","43.7","43.69613","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","UGA","BTSX","42.5","42.51545","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","UKR","MLE","55.5","55.54250","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","UKR","FMLE","65.8","65.80828","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","UKR","BTSX","62.2","62.19735","","","","",""
